Paintings,"Score (P,U)",Room_ID,image,Stories,"Score (P,pop)",Score_AG (P),Time_est
000-08U1-0000,0.9418177006106498,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01TK-0000/full/256,/0/default.jpg",Uncategorised,0,0.6515124302427191,58
000-04NE-0000,0.9418157858957601,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01NM-0000/full/256,/0/default.jpg",Uncategorised,0,0.6515111057182913,43
000-03UJ-0000,0.9417712781627232,006-001Z-0000,"https://media.ng-london.org.uk/iiif/009-00TG-0000/full/256,/0/default.jpg",Uncategorised,0,0.6514803170196963,53
000-04J6-0000,0.9417626473022982,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01Q9-0000/full/256,/0/default.jpg",Uncategorised,0,0.6514743465300283,31
000-04QF-0000,0.9416891009314492,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00YW-0000/full/256,/0/default.jpg",Uncategorised,0,0.6514234700442962,54
000-04I4-0000,0.9416752993821031,006-001F-0000,"https://media.ng-london.org.uk/iiif/009-01RN-0000/full/256,/0/default.jpg",Womens Lives,0,0.6514139226754693,28
000-04JT-0000,0.9415442452860848,006-000N-0000,"https://media.ng-london.org.uk/iiif/009-018Y-0000/full/256,/0/default.jpg",Uncategorised,0,0.651323264608059,21
000-0188-0000,0.9414028033105056,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-004G-0000/full/256,/0/default.jpg",Warfare,0,0.651225420614271,22
000-042Q-0000,0.9413850750794904,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00ZK-0000/full/256,/0/default.jpg",Uncategorised,0,0.6512131569215573,38
000-03K1-0000,0.9412406008549732,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-013G-0000/full/256,/0/default.jpg",Uncategorised,0,0.6511132153372553,41
000-03F1-0000,0.9410507959452752,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01VM-0000/full/256,/0/default.jpg",Uncategorised,0,0.6509819157684437,53
000-04MD-0000,0.9409696672408464,006-0016-0000,"https://media.ng-london.org.uk/iiif/009-007D-0000/full/256,/0/default.jpg",Uncategorised,0,0.6509257941226617,20
000-04RA-0000,0.9408328384104993,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-003O-0000/full/256,/0/default.jpg",Uncategorised,0,0.650831141321245,38
000-03MK-0000,0.9407298672225716,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00LF-0000/full/256,/0/default.jpg",Uncategorised,0,0.650759909904753,57
000-0454-0000,0.9405197794866448,006-000V-0000,"https://media.ng-london.org.uk/iiif/009-01WL-0000/full/256,/0/default.jpg",Uncategorised,0,0.6506145794747673,45
000-0B7Y-0000,0.9404113208427428,006-002R-0000,"https://media.ng-london.org.uk/iiif/009-01HJ-0000/full/256,/0/default.jpg",Uncategorised,0,0.6505395520521317,51
000-04SQ-0000,0.9403772968786996,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-001Z-0000/full/256,/0/default.jpg",Uncategorised,0,0.6505160156124514,42
000-04FT-0000,0.9402544792628847,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00RR-0000/full/256,/0/default.jpg",Uncategorised,0,0.6504310552179883,36
000-03PZ-0000,0.9402027550454122,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00MY-0000/full/256,/0/default.jpg",Uncategorised,0,0.6503952744393874,28
000-03P7-0000,0.9401854172194452,006-0026-0000,"https://media.ng-london.org.uk/iiif/009-00L0-0000/full/256,/0/default.jpg",Uncategorised,0,0.6503832808135259,45
000-02T7-0000,0.9400122661746906,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00FM-0000/full/256,/0/default.jpg",Uncategorised,0,0.6502635017332495,30
000-02ZQ-0000,0.940009439820432,006-0021-0000,"https://media.ng-london.org.uk/iiif/009-00T1-0000/full/256,/0/default.jpg",Uncategorised,0,0.650261546572574,46
000-04H0-0000,0.9398876462846988,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-005J-0000/full/256,/0/default.jpg",Uncategorised,0,0.6501772945964199,30
000-03V1-0000,0.939878093672236,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00PT-0000/full/256,/0/default.jpg",Uncategorised,0,0.6501706864749578,24
000-04UB-0000,0.9398648780013944,006-001A-0000,"https://media.ng-london.org.uk/iiif/009-01TF-0000/full/256,/0/default.jpg",Uncategorised,0,0.6501615443938292,22
000-01CW-0000,0.9397562247935952,006-001K-0000,"https://media.ng-london.org.uk/iiif/009-006Q-0000/full/256,/0/default.jpg",Uncategorised,0,0.6500863823795445,57
000-03R6-0000,0.9397451547034128,006-000C-0000,"https://media.ng-london.org.uk/iiif/009-00YP-0000/full/256,/0/default.jpg",Uncategorised,0,0.6500787245266998,58
000-03ZJ-0000,0.9397105145168148,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-016D-0000/full/256,/0/default.jpg",Uncategorised,0,0.6500547618085009,41
000-04RY-0000,0.9396736043233208,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00Z3-0000/full/256,/0/default.jpg",Uncategorised,0,0.6500292287888428,39
000-02V4-0000,0.93964926904914,006-0009-0000,"https://media.ng-london.org.uk/iiif/009-00QG-0000/full/256,/0/default.jpg",Uncategorised,0,0.6500123946036158,18
000-02S5-0000,0.9394666694460352,006-0019-0000,"https://media.ng-london.org.uk/iiif/009-018J-0000/full/256,/0/default.jpg",Uncategorised,0,0.6498860793824185,24
000-03HP-0000,0.9392285143143546,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-004P-0000/full/256,/0/default.jpg",Uncategorised,0,0.6497213330323389,25
000-02T0-0000,0.939198532919248,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01EH-0000/full/256,/0/default.jpg",Uncategorised,0,0.6497005930827974,16
000-041P-0000,0.9391737331682825,006-002L-0000,"https://media.ng-london.org.uk/iiif/009-00LK-0000/full/256,/0/default.jpg",Uncategorised,0,0.6496834375908052,47
000-04KV-0000,0.939074504960991,006-001C-0000,"https://media.ng-london.org.uk/iiif/009-00ZX-0000/full/256,/0/default.jpg",Uncategorised,0,0.6496147954210527,27
000-01CV-0000,0.9390290255582144,006-0009-0000,"https://media.ng-london.org.uk/iiif/009-00HZ-0000/full/256,/0/default.jpg",Uncategorised,0,0.6495833345595615,19
000-03S2-0000,0.9390217991356082,006-002L-0000,"https://media.ng-london.org.uk/iiif/009-00C2-0000/full/256,/0/default.jpg",Uncategorised,0,0.6495783356047201,29
000-0400-0000,0.9389929241765872,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01PO-0000/full/256,/0/default.jpg",Contemporary_Style_and_Fashion,0,0.6495583610441308,30
000-02S4-0000,0.9387157632966274,006-000A-0000,"https://media.ng-london.org.uk/iiif/009-01IF-0000/full/256,/0/default.jpg",Uncategorised,0,0.6493666320520406,49
000-02S2-0000,0.9387157632966274,006-000A-0000,"https://media.ng-london.org.uk/iiif/009-00LB-0000/full/256,/0/default.jpg",Uncategorised,0,0.6493666320520406,24
000-030O-0000,0.9385630762514544,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-018V-0000/full/256,/0/default.jpg",Uncategorised,0,0.6492610091615356,52
000-04UA-0000,0.9385289095443512,006-001J-0000,"https://media.ng-london.org.uk/iiif/009-01AR-0000/full/256,/0/default.jpg",Uncategorised,0,0.6492373739778226,15
000-02WY-0000,0.9380985692131762,006-0025-0000,"https://media.ng-london.org.uk/iiif/009-01D5-0000/full/256,/0/default.jpg",Uncategorised,0,0.6489396814681007,55
000-04LE-0000,0.9379792973486848,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00B1-0000/full/256,/0/default.jpg",Uncategorised,0,0.6488571738848985,15
000-04KE-0000,0.9378509326671524,006-000W-0000,"https://media.ng-london.org.uk/iiif/009-009M-0000/full/256,/0/default.jpg",Uncategorised,0,0.6487683762486167,22
000-03Q9-0000,0.9377780030651448,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-017P-0000/full/256,/0/default.jpg",Womens Lives,0,0.6487179264193029,52
000-04UN-0000,0.9377202843650988,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01KX-0000/full/256,/0/default.jpg",Uncategorised,0,0.6486779988935056,38
000-02OU-0000,0.9377192557298736,006-002K-0000,"https://media.ng-london.org.uk/iiif/009-002J-0000/full/256,/0/default.jpg",Battles_and_Commanders,0,0.6486772873241277,29
000-04N5-0000,0.9376292772588865,006-001E-0000,"https://media.ng-london.org.uk/iiif/009-01FU-0000/full/256,/0/default.jpg",Uncategorised,0,0.6486150437580274,16
000-044W-0000,0.9375776914856666,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01B3-0000/full/256,/0/default.jpg",Uncategorised,0,0.6485793587497135,24
000-04IJ-0000,0.9374734921794814,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00R4-0000/full/256,/0/default.jpg",Uncategorised,0,0.6485072777693303,20
000-02RF-0000,0.9374569744204506,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-00BO-0000/full/256,/0/default.jpg",Uncategorised,0,0.6484958514335104,55
000-02RJ-0000,0.9373936627303324,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-015K-0000/full/256,/0/default.jpg",Uncategorised,0,0.6484520548972328,19
000-04FP-0000,0.9372318904362152,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01NW-0000/full/256,/0/default.jpg",Uncategorised,0,0.6483401471889598,44
000-03WM-0000,0.9370894757543452,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00TA-0000/full/256,/0/default.jpg",Uncategorised,0,0.6482416303152302,29
000-03TK-0000,0.9370765406948984,006-000G-0000,"https://media.ng-london.org.uk/iiif/009-0083-0000/full/256,/0/default.jpg",Uncategorised,0,0.6482326823500242,32
000-04QN-0000,0.9369527695062764,006-000E-0000,"https://media.ng-london.org.uk/iiif/009-013Q-0000/full/256,/0/default.jpg",Uncategorised,0,0.6481470623114106,57
000-04TE-0000,0.9367361959710601,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00GR-0000/full/256,/0/default.jpg",Uncategorised,0,0.6479972452606549,49
000-02S3-0000,0.9365012117377852,006-000A-0000,"https://media.ng-london.org.uk/iiif/009-00GT-0000/full/256,/0/default.jpg",Uncategorised,0,0.647834692413336,55
000-042W-0000,0.9364456822884688,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01QD-0000/full/256,/0/default.jpg",Uncategorised,0,0.6477962793250592,57
000-02R6-0000,0.9361715198387496,006-000D-0000,"https://media.ng-london.org.uk/iiif/009-01V9-0000/full/256,/0/default.jpg",Uncategorised,0,0.6476066245290386,17
000-02YQ-0000,0.9361118014410345,006-0008-0000,"https://media.ng-london.org.uk/iiif/009-01J2-0000/full/256,/0/default.jpg",Uncategorised,0,0.6475653136910704,32
000-04TR-0000,0.9360665449397394,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01HL-0000/full/256,/0/default.jpg",Uncategorised,0,0.6475340070240542,56
000-02NF-0000,0.9359407937059112,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00IE-0000/full/256,/0/default.jpg",Uncategorised,0,0.6474470172680703,16
000-03SJ-0000,0.9358996073576652,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-000E-0000/full/256,/0/default.jpg",Uncategorised,0,0.6474185261727965,37
000-02RA-0000,0.9357720363087858,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00YY-0000/full/256,/0/default.jpg",Uncategorised,0,0.6473302775403593,52
000-04LG-0000,0.9355664830457058,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00A9-0000/full/256,/0/default.jpg",Uncategorised,0,0.6471880838802839,50
000-02OT-0000,0.9355631943995472,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01BP-0000/full/256,/0/default.jpg",Uncategorised,0,0.6471858089242605,28
000-02TP-0000,0.9354992482721642,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-015Y-0000/full/256,/0/default.jpg",Uncategorised,0,0.6471415735092446,27
000-03MC-0000,0.9353975162880444,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00LV-0000/full/256,/0/default.jpg",Uncategorised,0,0.6470711993251913,48
000-03ZR-0000,0.9353878761963648,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00X7-0000/full/256,/0/default.jpg",Womens Lives,0,0.6470645306890489,33
000-0318-0000,0.9353798148306334,006-0007-0000,"https://media.ng-london.org.uk/iiif/009-00FL-0000/full/256,/0/default.jpg",Uncategorised,0,0.6470589541534036,37
000-02NK-0000,0.9353656026676463,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01RD-0000/full/256,/0/default.jpg",Uncategorised,0,0.647049122738215,42
000-03HM-0000,0.9353386492225444,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00B4-0000/full/256,/0/default.jpg",Uncategorised,0,0.6470304774053546,33
000-03TX-0000,0.9353324063941556,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01N8-0000/full/256,/0/default.jpg",Uncategorised,0,0.6470261588622941,30
000-02ZM-0000,0.9352829093341856,006-001C-0000,"https://media.ng-london.org.uk/iiif/009-0140-0000/full/256,/0/default.jpg",Uncategorised,0,0.6469919187436278,36
000-040K-0000,0.93509421059695,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00JI-0000/full/256,/0/default.jpg",Uncategorised,0,0.6468613843814043,25
000-01F1-0000,0.9349181595661028,006-001Y-0000,"https://media.ng-london.org.uk/iiif//full/256,/0/default.jpg",Uncategorised,0,0.6467395992048466,36
000-03VS-0000,0.9348336713613988,006-0027-0000,"https://media.ng-london.org.uk/iiif/009-011U-0000/full/256,/0/default.jpg",Uncategorised,0,0.6466811535889511,37
000-04K8-0000,0.9348108415026744,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0090-0000/full/256,/0/default.jpg",Uncategorised,0,0.6466653607909074,57
000-02Q1-0000,0.9347918937911373,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-014Q-0000/full/256,/0/default.jpg",Uncategorised,0,0.646652253509548,53
000-04MY-0000,0.9345392478597384,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01RM-0000/full/256,/0/default.jpg",Uncategorised,0,0.6464774829943519,42
000-04UL-0000,0.9344577806090446,006-002L-0000,"https://media.ng-london.org.uk/iiif/009-00BU-0000/full/256,/0/default.jpg",Uncategorised,0,0.6464211271555836,56
000-02NQ-0000,0.9343201678870856,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01R0-0000/full/256,/0/default.jpg",Womens Lives,0,0.6463259320887913,19
000-019J-0000,0.9342807892594592,006-001O-0000,"https://media.ng-london.org.uk/iiif/009-0180-0000/full/256,/0/default.jpg",Uncategorised,0,0.6462986915035189,48
000-04L9-0000,0.9342687653705029,006-001Q-0000,"https://media.ng-london.org.uk/iiif/009-00BA-0000/full/256,/0/default.jpg",Uncategorised,0,0.6462903738502089,24
000-02V1-0000,0.9342007308732042,006-000B-0000,"https://media.ng-london.org.uk/iiif/009-00IS-0000/full/256,/0/default.jpg",Uncategorised,0,0.6462433102617389,54
000-02S1-0000,0.9340580567825584,006-000A-0000,"https://media.ng-london.org.uk/iiif/009-0038-0000/full/256,/0/default.jpg",Uncategorised,0,0.6461446139392244,41
000-03RZ-0000,0.9340566296131644,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01S2-0000/full/256,/0/default.jpg",Uncategorised,0,0.6461436266795884,35
000-03S3-0000,0.9339518343056984,006-001A-0000,"https://media.ng-london.org.uk/iiif/009-008O-0000/full/256,/0/default.jpg",Uncategorised,0,0.6460711334089683,52
000-01F3-0000,0.9339496596016608,006-002H-0000,"https://media.ng-london.org.uk/iiif//full/256,/0/default.jpg",Uncategorised,0,0.646069629034277,17
000-04NR-0000,0.9339333558950044,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-001P-0000/full/256,/0/default.jpg",Uncategorised,0,0.6460583507714679,37
000-02XP-0000,0.9338776562479184,006-0016-0000,"https://media.ng-london.org.uk/iiif/009-01QC-0000/full/256,/0/default.jpg",Monsters_and_Demons,0,0.6460198199470705,41
000-03G8-0000,0.9338604371387418,006-001E-0000,"https://media.ng-london.org.uk/iiif/009-017C-0000/full/256,/0/default.jpg",Migration_Journeys_and_Exile,0,0.6460079084448137,36
000-040G-0000,0.9338565133798516,006-0019-0000,"https://media.ng-london.org.uk/iiif/009-01H6-0000/full/256,/0/default.jpg",Uncategorised,0,0.6460051941427906,21
000-04JM-0000,0.9337710560942902,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01V6-0000/full/256,/0/default.jpg",Uncategorised,0,0.6459460781548856,59
000-03TW-0000,0.9336183734917172,006-0010-0000,"https://media.ng-london.org.uk/iiif/009-00FZ-0000/full/256,/0/default.jpg",Uncategorised,0,0.6458404583375964,23
000-03K6-0000,0.9336170244586921,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00PX-0000/full/256,/0/default.jpg",Uncategorised,0,0.6458395251296263,50
000-03X9-0000,0.9336077103602652,006-0019-0000,"https://media.ng-london.org.uk/iiif/009-01TD-0000/full/256,/0/default.jpg",Uncategorised,0,0.6458330820027901,19
000-02OL-0000,0.9334274392899782,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00P4-0000/full/256,/0/default.jpg",Uncategorised,0,0.6457083775689819,18
000-03Z6-0000,0.9333544190418408,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-003K-0000/full/256,/0/default.jpg",Uncategorised,0,0.6456578650342418,54
000-03QH-0000,0.9331958690415468,006-000P-0000,"https://media.ng-london.org.uk/iiif/009-00JS-0000/full/256,/0/default.jpg",Uncategorised,0,0.6455481863820572,54
000-04OB-0000,0.9331371196741228,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-01LG-0000/full/256,/0/default.jpg",Uncategorised,0,0.6455075458811187,52
000-04OM-0000,0.9330834319917564,006-000U-0000,"https://media.ng-london.org.uk/iiif/009-00X5-0000/full/256,/0/default.jpg",Uncategorised,0,0.6454704068547551,25
000-04LH-0000,0.932996313889153,006-001J-0000,"https://media.ng-london.org.uk/iiif/009-01CJ-0000/full/256,/0/default.jpg",Uncategorised,0,0.645410141978964,36
000-02Q4-0000,0.932534418884802,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00OK-0000/full/256,/0/default.jpg",Uncategorised,0,0.6450906211878314,44
000-03K9-0000,0.9324441079113566,006-000C-0000,"https://media.ng-london.org.uk/iiif/009-002A-0000/full/256,/0/default.jpg",Uncategorised,0,0.6450281476096126,44
000-04OV-0000,0.9323231040500856,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-00UV-0000/full/256,/0/default.jpg",Uncategorised,0,0.6449444418991823,40
000-03OR-0000,0.9322333448061056,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01JW-0000/full/256,/0/default.jpg",Uncategorised,0,0.6448823499857003,22
000-04QV-0000,0.9321969819542916,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01UE-0000/full/256,/0/default.jpg",Uncategorised,0,0.6448571955954817,55
000-03MD-0000,0.9321165605658556,006-001F-0000,"https://media.ng-london.org.uk/iiif/009-01GX-0000/full/256,/0/default.jpg",Uncategorised,0,0.6448015632430748,21
000-03WW-0000,0.9319698151111572,006-001C-0000,"https://media.ng-london.org.uk/iiif/009-01KS-0000/full/256,/0/default.jpg",Uncategorised,0,0.6447000505110932,55
000-018K-0000,0.9318703241345724,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-015V-0000/full/256,/0/default.jpg",Uncategorised,0,0.6446312265678822,52
000-02T6-0000,0.9318419720511808,006-000K-0000,"https://media.ng-london.org.uk/iiif/009-01W7-0000/full/256,/0/default.jpg",Uncategorised,0,0.6446116137120812,18
000-04SA-0000,0.931709728784308,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00JJ-0000/full/256,/0/default.jpg",Uncategorised,0,0.6445201330230608,59
000-04MK-0000,0.9316404562696424,006-001A-0000,"https://media.ng-london.org.uk/iiif/009-009Y-0000/full/256,/0/default.jpg",Uncategorised,0,0.6444722130228849,36
000-02VK-0000,0.9316145518064336,006-001Q-0000,"https://media.ng-london.org.uk/iiif/009-01S1-0000/full/256,/0/default.jpg",Uncategorised,0,0.6444542933344268,36
000-04SV-0000,0.9315599917743048,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-0185-0000/full/256,/0/default.jpg",Uncategorised,0,0.6444165508508195,39
000-03XD-0000,0.9315391455244076,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01K5-0000/full/256,/0/default.jpg",Uncategorised,0,0.6444021302353191,52
000-02V3-0000,0.9315283131456064,006-001M-0000,"https://media.ng-london.org.uk/iiif/009-00MZ-0000/full/256,/0/default.jpg",Uncategorised,0,0.6443946368218554,48
000-03HN-0000,0.931325078769393,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00IM-0000/full/256,/0/default.jpg",Uncategorised,0,0.6442540472764797,40
000-04V2-0000,0.9311248914752984,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01LJ-0000/full/256,/0/default.jpg",Uncategorised,0,0.6441155655826288,33
000-04TQ-0000,0.9310797252956072,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00C6-0000/full/256,/0/default.jpg",Uncategorised,0,0.6440843213965446,28
000-0198-0000,0.931076781661304,006-0022-0000,"https://media.ng-london.org.uk/iiif/009-0110-0000/full/256,/0/default.jpg",Uncategorised,0,0.6440822851061485,19
000-04QD-0000,0.9309149480398008,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01VP-0000/full/256,/0/default.jpg",Uncategorised,0,0.6439703349740027,36
000-03GU-0000,0.9308990381391236,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00XF-0000/full/256,/0/default.jpg",Uncategorised,0,0.6439593291306761,26
000-03FF-0000,0.9307049983265268,006-000M-0000,"https://media.ng-london.org.uk/iiif/009-00QF-0000/full/256,/0/default.jpg",Uncategorised,0,0.6438251000226578,45
000-01B9-0000,0.9305274572221864,006-000G-0000,"https://media.ng-london.org.uk/iiif/009-01RK-0000/full/256,/0/default.jpg",Uncategorised,0,0.6437022840718833,47
000-02YP-0000,0.9304497636323794,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01KG-0000/full/256,/0/default.jpg",Uncategorised,0,0.643648538703245,29
000-03ZQ-0000,0.9304232525532936,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00X3-0000/full/256,/0/default.jpg",Uncategorised,0,0.64363019938179,33
000-03M7-0000,0.930330216696734,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00GS-0000/full/256,/0/default.jpg",Uncategorised,0,0.6435658408366409,54
000-08SQ-0000,0.9301668350068736,006-000H-0000,"https://media.ng-london.org.uk/iiif/009-00VW-0000/full/256,/0/default.jpg",Uncategorised,0,0.6434528198117132,41
000-03LR-0000,0.9299846824373406,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00NW-0000/full/256,/0/default.jpg",Uncategorised,0,0.6433268138307527,23
000-03JE-0000,0.9299477062155432,006-001K-0000,"https://media.ng-london.org.uk/iiif/009-01KV-0000/full/256,/0/default.jpg",Uncategorised,0,0.6433012351353122,34
000-03RJ-0000,0.9299393907646292,006-002C-0000,"https://media.ng-london.org.uk/iiif/009-00WP-0000/full/256,/0/default.jpg",Uncategorised,0,0.6432954828335344,49
000-04G7-0000,0.9299353228370196,006-001J-0000,"https://media.ng-london.org.uk/iiif/009-00V7-0000/full/256,/0/default.jpg",Uncategorised,0,0.6432926688012635,31
000-0442-0000,0.929914642786505,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00F9-0000/full/256,/0/default.jpg",Uncategorised,0,0.6432783631559569,56
000-04P6-0000,0.9298805180131212,006-0012-0000,"https://media.ng-london.org.uk/iiif/009-015P-0000/full/256,/0/default.jpg",Uncategorised,0,0.6432547569803411,46
000-03XX-0000,0.929874559459559,006-000N-0000,"https://media.ng-london.org.uk/iiif/009-00DK-0000/full/256,/0/default.jpg",Uncategorised,0,0.6432506350874211,36
000-04NZ-0000,0.9298124440966822,006-0001-0000,"https://media.ng-london.org.uk/iiif/009-016K-0000/full/256,/0/default.jpg",Uncategorised,0,0.6432076661232605,24
000-02QG-0000,0.9297866907526018,006-001Q-0000,"https://media.ng-london.org.uk/iiif/009-002W-0000/full/256,/0/default.jpg",Uncategorised,0,0.6431898509730698,59
000-04PM-0000,0.9297647853168448,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-001T-0000/full/256,/0/default.jpg",Uncategorised,0,0.6431746976544643,18
000-03Z2-0000,0.9297039523103656,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-013Y-0000/full/256,/0/default.jpg",Uncategorised,0,0.6431326157740065,21
000-016O-0000,0.9296069411137212,006-001R-0000,"https://media.ng-london.org.uk/iiif/009-00Z2-0000/full/256,/0/default.jpg",Uncategorised,0,0.6430655072449933,40
000-03RG-0000,0.9294343174094042,006-000W-0000,"https://media.ng-london.org.uk/iiif/009-01PY-0000/full/256,/0/default.jpg",Uncategorised,0,0.6429460929580839,25
000-01BD-0000,0.9292813378548344,006-001N-0000,"https://media.ng-london.org.uk/iiif/009-00TR-0000/full/256,/0/default.jpg",Uncategorised,0,0.6428402677210867,36
000-02RQ-0000,0.9292128930997876,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00UQ-0000/full/256,/0/default.jpg",Uncategorised,0,0.6427929203324477,47
000-030Y-0000,0.9290908981916636,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01NP-0000/full/256,/0/default.jpg",Uncategorised,0,0.6427085290547965,36
000-03LP-0000,0.9290527825917638,006-0004-0000,"https://media.ng-london.org.uk/iiif/009-007K-0000/full/256,/0/default.jpg",Uncategorised,0,0.6426821621824126,38
000-018Z-0000,0.9290456603807392,006-002M-0000,"https://media.ng-london.org.uk/iiif/009-01X9-0000/full/256,/0/default.jpg",Monsters_and_Demons,0,0.6426772353170433,45
000-01CX-0000,0.9288402369138348,006-0009-0000,"https://media.ng-london.org.uk/iiif/009-00HC-0000/full/256,/0/default.jpg",Uncategorised,0,0.6425351314448555,28
000-04G0-0000,0.9288313164251188,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01NN-0000/full/256,/0/default.jpg",Uncategorised,0,0.642528960601731,26
000-04HM-0000,0.9287783584054314,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-00D9-0000/full/256,/0/default.jpg",Womens Lives,0,0.6424923263273009,25
000-04QQ-0000,0.9287230705450154,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-000Q-0000/full/256,/0/default.jpg",Uncategorised,0,0.6424540803607203,55
000-04LX-0000,0.9286883457554268,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-003Z-0000/full/256,/0/default.jpg",Uncategorised,0,0.6424300591175011,54
000-02OI-0000,0.9286199839907896,006-000K-0000,"https://media.ng-london.org.uk/iiif/009-006N-0000/full/256,/0/default.jpg",Womens Lives,0,0.6423827691383622,49
000-03XI-0000,0.9285955308262812,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-01V5-0000/full/256,/0/default.jpg",Uncategorised,0,0.6423658534012449,58
000-02ST-0000,0.9284913296617096,006-0018-0000,"https://media.ng-london.org.uk/iiif/009-013W-0000/full/256,/0/default.jpg",Uncategorised,0,0.642293771135303,51
000-040P-0000,0.928418267001836,006-0002-0000,"https://media.ng-london.org.uk/iiif/009-007Z-0000/full/256,/0/default.jpg",Uncategorised,0,0.6422432292617926,46
000-03HK-0000,0.9284173733203938,006-001K-0000,"https://media.ng-london.org.uk/iiif/009-011P-0000/full/256,/0/default.jpg",Uncategorised,0,0.642242611048132,18
